month,symbol
2013-01,AMG
2013-01,ANN
2013-01,ANSS
2013-01,AOL
2013-01,ARE
2013-01,ARO
2013-01,ARW
2013-01,ASBC
2013-01,ASH
2013-01,ASNA
2013-01,ATK
2013-01,ATML
2013-01,ATO
2013-01,ATR
2013-01,ATW
2013-01,AVT
2013-01,AYI
2013-01,BBG
2013-01,BCO
2013-01,BEAV
2013-01,BEC
2013-01,BEZ
2013-01,BID
2013-01,BIO
2013-01,BJ
2013-01,BKH
2013-01,BKS
2013-01,BLUD
2013-01,BOBE
2013-01,BOH
2013-01,BR
2013-01,BRE
2013-01,BRO
2013-01,BUCY
2013-01,BWA
2013-01,BXS
2013-01,BYD
2013-01,BYI
2013-01,CAKE
2013-01,CATY
2013-01,CBB
2013-01,CBSH
2013-01,CBT
2013-01,CDNS
2013-01,CECO
2013-01,CFR
2013-01,CHD
2013-01,CHS
2013-01,CIEN
2013-01,CLGX
2013-01,CLH
2013-01,CLI
2013-01,CMC
2013-01,CMG
2013-01,CMP
2013-01,CNL
2013-01,CNQR
2013-01,CNW
2013-01,CPO
2013-01,CPRT
2013-01,CPT
2013-01,CR
2013-01,CREE
2013-01,CRK
2013-01,CRL
2013-01,CRS
2013-01,CSL
2013-01,CUZ
2013-01,CVD
2013-01,CVG
2013-01,CXW
2013-01,CYH
2013-01,CYN
2013-01,CYT
2013-01,DBD
2013-01,DCI
2013-01,DECK
2013-01,DKS
2013-01,DLTR
2013-01,DLX
2013-01,DPL
2013-01,DRE
2013-01,DRIV
2013-01,DRQ
2013-01,DST
2013-01,DWA
2013-01,DYN
2013-01,EAT
2013-01,EGN
2013-01,EK
2013-01,ENDP
2013-01,ENR
2013-01,EQIX
2013-01,EQY
2013-01,ESI
2013-01,ESS
2013-01,EV
2013-01,EW
2013-01,EWBC
2013-01,EXBD
2013-01,EXH
2013-01,FAF
2013-01,FCN
2013-01,FCS
2013-01,FDS
2013-01,FICO
2013-01,FL
2013-01,FLO
2013-01,FMER
2013-01,FNF
2013-01,FNFG
2013-01,FOSL
2013-01,FRT
2013-01,FST
2013-01,FTO
2013-01,FULT
2013-01,GAS
2013-01,GDI
2013-01,GEF
2013-01,GES
2013-01,GGG
2013-01,GHL
2013-01,GMCR
2013-01,GMT
2013-01,GNTX
2013-01,GPN
2013-01,GPRO
2013-01,GVA
2013-01,GXP
2013-01,HANS
2013-01,HBI
2013-01,HCC
2013-01,HE
2013-01,HHS
2013-01,HIW
2013-01,HLX
2013-01,HMA
2013-01,HNI
2013-01,HNT
2013-01,HOLX
2013-01,HPT
2013-01,HRC
2013-01,HSC
2013-01,HSIC
2013-01,HUBB
2013-01,IBOC
2013-01,IDA
2013-01,IDTI
2013-01,IDXX
2013-01,IEX
2013-01,IM
2013-01,INFA
2013-01,IPI
2013-01,IRF
2013-01,ISCA
2013-01,ISIL
2013-01,IT
2013-01,ITRI
2013-01,JBHT
2013-01,JBLU
2013-01,JCG
2013-01,JEF
2013-01,JKHY
2013-01,JLL
2013-01,JOYG
2013-01,JWA
2013-01,KBH
2013-01,KBR
2013-01,KCI
2013-01,KEX
2013-01,KFY
2013-01,KMT
2013-01,KND
2013-01,KSU
2013-01,KWK
2013-01,LAMR
2013-01,LANC
2013-01,LECO
2013-01,LII
2013-01,LKQX
2013-01,LNCR
2013-01,LNT
2013-01,LPNT
2013-01,LPS
2013-01,LPX
2013-01,LRCX
2013-01,LRY
2013-01,LSTR
2013-01,LTM
2013-01,LZ
2013-01,MAC
2013-01,MAN
2013-01,MANT
2013-01,MASI
2013-01,MATW
2013-01,MCRS
2013-01,MCY
2013-01,MD
2013-01,MDC
2013-01,MDRX
2013-01,MDU
2013-01,MENT
2013-01,MHK
2013-01,MLHR
2013-01,MLM
2013-01,MRX
2013-01,MSA
2013-01,MSCI
2013-01,MSM
2013-01,MTD
2013-01,MTX
2013-01,NAL
2013-01,NATI
2013-01,NCI
2013-01,NCR
2013-01,NDSN
2013-01,NEU
2013-01,NFG
2013-01,NHP
2013-01,NSR
2013-01,NST
2013-01,NVE
2013-01,NVR
2013-01,NYB
2013-01,NYT
2013-01,O
2013-01,OCR
2013-01,ODP
2013-01,OFC
2013-01,OGE
2013-01,OHI
2013-01,OII
2013-01,OLN
2013-01,OMI
2013-01,ORI
2013-01,OSG
2013-01,OSK
2013-01,PACW
2013-01,PCH
2013-01,PCX
2013-01,PDE
2013-01,PETM
2013-01,PII
2013-01,PKG
2013-01,PL
2013-01,PLCM
2013-01,PLT
2013-01,PMTC
2013-01,PNM
2013-01,PNR
2013-01,PNRA
2013-01,PPDI
2013-01,PRGO
2013-01,PRSP
2013-01,PSS
2013-01,PTEN
2013-01,PVH
2013-01,PXP
2013-01,QLGC
2013-01,QSFT
2013-01,RAH
2013-01,RAX
2013-01,RBC
2013-01,RCII
2013-01,RDK
2013-01,RE
2013-01,REG
2013-01,RFMD
2013-01,RGA
2013-01,RGS
2013-01,RJF
2013-01,RKT
2013-01,RMD
2013-01,ROL
2013-01,ROVI
2013-01,RPM
2013-01,RS
2013-01,RVBD
2013-01,RYL
2013-01,RYN
2013-01,SCHL
2013-01,SCI
2013-01,SEIC
2013-01,SFD
2013-01,SFG
2013-01,SGMS
2013-01,SHAW
2013-01,SIVB
2013-01,SKS
2013-01,SLAB
2013-01,SLG
2013-01,SLGN
2013-01,SLH
2013-01,SM
2013-01,SMG
2013-01,SMTC
2013-01,SNH
2013-01,SNPS
2013-01,SNV
2013-01,SON
2013-01,SPN
2013-01,SPW
2013-01,SRX
2013-01,STE
2013-01,STLD
2013-01,STR
2013-01,STRA
2013-01,SUG
2013-01,SWKS
2013-01,SXT
2013-01,TBL
2013-01,TCB
2013-01,TCO
2013-01,TDS
2013-01,TDW
2013-01,TECD
2013-01,TECH
2013-01,TEX
2013-01,TFX
2013-01,THG
2013-01,THO
2013-01,THOR
2013-01,TIBX
2013-01,TIN
2013-01,TKR
2013-01,TNB
2013-01,TOL
2013-01,TR
2013-01,TRH
2013-01,TRMB
2013-01,TRMK
2013-01,TRN
2013-01,TSCO
2013-01,TUP
2013-01,TW
2013-01,TWTC
2013-01,UA
2013-01,UDR
2013-01,UGI
2013-01,UHS
2013-01,UNT
2013-01,URI
2013-01,URS
2013-01,UTHR
2013-01,UTR
2013-01,UVV
2013-01,VAL
2013-01,VCLK
2013-01,VLY
2013-01,VMI
2013-01,VRTX
2013-01,VSH
2013-01,VVC
2013-01,WAB
2013-01,WABC
2013-01,WBS
2013-01,WCG
2013-01,WCN
2013-01,WDR
2013-01,WEN
2013-01,WERN
2013-01,WFSL
2013-01,WGL
2013-01,WGOV
2013-01,WMS
2013-01,WOOF
2013-01,WOR
2013-01,WR
2013-01,WRB
2013-01,WRC
2013-01,WRI
2013-01,WSM
2013-01,WSO
2013-01,WTR
2013-01,XEC
2013-01,ZBRA
2013-02,AAI
2013-02,AAN
2013-02,AAP
2013-02,ACI
2013-02,ACIW
2013-02,ACM
2013-02,ACV
2013-02,ACXM
2013-02,ADS
2013-02,ADTN
2013-02,ADVS
2013-02,AEO
2013-02,AF
2013-02,AFG
2013-02,AGCO
2013-02,AINV
2013-02,AJG
2013-02,ALB
2013-02,ALEX
2013-02,ALK
2013-02,AM
2013-02,AMB
2013-02,AME
2013-02,AMG
2013-02,ANN
2013-02,ANSS
2013-02,AOL
2013-02,ARE
2013-02,ARO
2013-02,ARW
2013-02,ASBC
2013-02,ASH
2013-02,ASNA
2013-02,ATK
2013-02,ATML
2013-02,ATO
2013-02,ATR
2013-02,ATW
2013-02,AVT
2013-02,AYI
2013-02,BBG
2013-02,BCO
2013-02,BEAV
2013-02,BEC
2013-02,BEZ
2013-02,BID
2013-02,BIO
2013-02,BJ
2013-02,BKH
2013-02,BKS
2013-02,BLUD
2013-02,BOBE
2013-02,BOH
2013-02,BR
2013-02,BRE
2013-02,BRO
2013-02,BUCY
2013-02,BWA
2013-02,BXS
2013-02,BYD
2013-02,BYI
2013-02,CAKE
2013-02,CATY
2013-02,CBB
2013-02,CBSH
2013-02,CBT
2013-02,CDNS
2013-02,CECO
2013-02,CFR
2013-02,CHD
2013-02,CHS
2013-02,CIEN
2013-02,CLGX
2013-02,CLH
2013-02,CLI
2013-02,CMC
2013-02,CMG
2013-02,CMP
2013-02,CNL
2013-02,CNQR
2013-02,CNW
2013-02,CPO
2013-02,CPRT
2013-02,CPT
2013-02,CR
2013-02,CREE
2013-02,CRK
2013-02,CRL
2013-02,CRS
2013-02,CSL
2013-02,CUZ
2013-02,CVD
2013-02,CVG
2013-02,CXW
2013-02,CYH
2013-02,CYN
2013-02,CYT
2013-02,DBD
2013-02,DCI
2013-02,DECK
2013-02,DKS
2013-02,DLTR
2013-02,DLX
2013-02,DPL
2013-02,DRE
2013-02,DRIV
2013-02,DRQ
2013-02,DST
2013-02,DWA
2013-02,DYN
2013-02,EAT
2013-02,EGN
2013-02,EK
2013-02,ENDP
2013-02,ENR
2013-02,EQIX
2013-02,EQY
2013-02,ESI
2013-02,ESS
2013-02,EV
2013-02,EW
2013-02,EWBC
2013-02,EXBD
2013-02,EXH
2013-02,FAF
2013-02,FCN
2013-02,FCS
2013-02,FDS
2013-02,FICO
2013-02,FL
2013-02,FLO
2013-02,FMER
2013-02,FNF
2013-02,FNFG
2013-02,FOSL
2013-02,FRT
2013-02,FST
2013-02,FTO
2013-02,FULT
2013-02,GAS
2013-02,GDI
2013-02,GEF
2013-02,GES
2013-02,GGG
2013-02,GHL
2013-02,GMCR
2013-02,GMT
2013-02,GNTX
2013-02,GPN
2013-02,GPRO
2013-02,GVA
2013-02,GXP
2013-02,HANS
2013-02,HBI
2013-02,HCC
2013-02,HE
2013-02,HHS
2013-02,HIW
2013-02,HLX
2013-02,HMA
2013-02,HNI
2013-02,HNT
2013-02,HOLX
2013-02,HPT
2013-02,HRC
2013-02,HSC
2013-02,HSIC
2013-02,HUBB
2013-02,IBOC
2013-02,IDA
2013-02,IDTI
2013-02,IDXX
2013-02,IEX
2013-02,IM
2013-02,INFA
2013-02,IPI
2013-02,IRF
2013-02,ISCA
2013-02,ISIL
2013-02,IT
2013-02,ITRI
2013-02,JBHT
2013-02,JBLU
2013-02,JCG
2013-02,JEF
2013-02,JKHY
2013-02,JLL
2013-02,JOYG
2013-02,JWA
2013-02,KBH
2013-02,KBR
2013-02,KCI
2013-02,KEX
2013-02,KFY
2013-02,KMT
2013-02,KND
2013-02,KSU
2013-02,KWK
2013-02,LAMR
2013-02,LANC
2013-02,LECO
2013-02,LII
2013-02,LKQX
2013-02,LNCR
2013-02,LNT
2013-02,LPNT
2013-02,LPS
2013-02,LPX
2013-02,LRCX
2013-02,LRY
2013-02,LSTR
2013-02,LTM
2013-02,LZ
2013-02,MAC
2013-02,MAN
2013-02,MANT
2013-02,MASI
2013-02,MATW
2013-02,MCRS
2013-02,MCY
2013-02,MD
2013-02,MDC
2013-02,MDRX
2013-02,MDU
2013-02,MENT
2013-02,MHK
2013-02,MLHR
2013-02,MLM
2013-02,MRX
2013-02,MSA
2013-02,MSCI
2013-02,MSM
2013-02,MTD
2013-02,MTX
2013-02,NAL
2013-02,NATI
2013-02,NCI
2013-02,NCR
2013-02,NDSN
2013-02,NEU
2013-02,NFG
2013-02,NHP
2013-02,NSR
2013-02,NST
2013-02,NVE
2013-02,NVR
2013-02,NYB
2013-02,NYT
2013-02,O
2013-02,OCR
2013-02,ODP
2013-02,OFC
2013-02,OGE
2013-02,OHI
2013-02,OII
2013-02,OLN
2013-02,OMI
2013-02,ORI
2013-02,OSG
2013-02,OSK
2013-02,PACW
2013-02,PCH
2013-02,PCX
2013-02,PDE
2013-02,PETM
2013-02,PII
2013-02,PKG
2013-02,PL
2013-02,PLCM
2013-02,PLT
2013-02,PMTC
2013-02,PNM
2013-02,PNR
2013-02,PNRA
2013-02,PPDI
2013-02,PRGO
2013-02,PRSP
2013-02,PSS
2013-02,PTEN
2013-02,PVH
2013-02,PXP
2013-02,QLGC
2013-02,QSFT
2013-02,RAH
2013-02,RAX
2013-02,RBC
2013-02,RCII
2013-02,RDK
2013-02,RE
2013-02,REG
2013-02,RFMD
2013-02,RGA
2013-02,RGS
2013-02,RJF
2013-02,RKT
2013-02,RMD
2013-02,ROL
2013-02,ROVI
2013-02,RPM
2013-02,RS
2013-02,RVBD
2013-02,RYL
2013-02,RYN
2013-02,SCHL
2013-02,SCI
2013-02,SEIC
2013-02,SFD
2013-02,SFG
2013-02,SGMS
2013-02,SHAW
2013-02,SIVB
2013-02,SKS
2013-02,SLAB
2013-02,SLG
2013-02,SLGN
2013-02,SLH
2013-02,SM
2013-02,SMG
2013-02,SMTC
2013-02,SNH
2013-02,SNPS
2013-02,SNV
2013-02,SON
2013-02,SPN
2013-02,SPW
2013-02,SRX
2013-02,STE
2013-02,STLD
2013-02,STR
2013-02,STRA
2013-02,SUG
2013-02,SWKS
2013-02,SXT
2013-02,TBL
2013-02,TCB
2013-02,TCO
2013-02,TDS
2013-02,TDW
2013-02,TECD
2013-02,TECH
2013-02,TEX
2013-02,TFX
2013-02,THG
2013-02,THO
2013-02,THOR
2013-02,TIBX
2013-02,TIN
2013-02,TKR
2013-02,TNB
2013-02,TOL
2013-02,TR
2013-02,TRH
2013-02,TRMB
2013-02,TRMK
2013-02,TRN
2013-02,TSCO
2013-02,TUP
2013-02,TW
2013-02,TWTC
2013-02,UA
2013-02,UDR
2013-02,UGI
2013-02,UHS
2013-02,UNT
2013-02,URI
2013-02,URS
2013-02,UTHR
2013-02,UTR
2013-02,UVV
2013-02,VAL
2013-02,VCLK
2013-02,VLY
2013-02,VMI
2013-02,VRTX
2013-02,VSH
2013-02,VVC
2013-02,WAB
2013-02,WABC
2013-02,WBS
2013-02,WCG
2013-02,WCN
2013-02,WDR
2013-02,WEN
2013-02,WERN
2013-02,WFSL
2013-02,WGL
2013-02,WGOV
2013-02,WMS
2013-02,WOOF
2013-02,WOR
2013-02,WR
2013-02,WRB
2013-02,WRC
2013-02,WRI
2013-02,WSM
2013-02,WSO
2013-02,WTR
2013-02,XEC
2013-02,ZBRA
2013-03,AAI
2013-03,AAN
2013-03,AAP
2013-03,ACI
2013-03,ACIW
2013-03,ACM
2013-03,ACV
2013-03,ACXM
2013-03,ADS
2013-03,ADTN
2013-03,ADVS
2013-03,AEO
2013-03,AF
2013-03,AFG
2013-03,AGCO
2013-03,AINV
2013-03,AJG
2013-03,ALB
2013-03,ALEX
2013-03,ALK
2013-03,AM
2013-03,AMB
2013-03,AME
2013-03,AMG
2013-03,ANN
2013-03,ANSS
2013-03,AOL
2013-03,ARE
2013-03,ARO
2013-03,ARW
2013-03,ASBC
2013-03,ASH
2013-03,ASNA
2013-03,ATK
2013-03,ATML
2013-03,ATO
2013-03,ATR
2013-03,ATW
2013-03,AVT
2013-03,AYI
2013-03,BBG
2013-03,BCO
2013-03,BEAV
2013-03,BEC
2013-03,BEZ
2013-03,BID
2013-03,BIO
2013-03,BJ
2013-03,BKH
2013-03,BKS
2013-03,BLUD
2013-03,BOBE
2013-03,BOH
2013-03,BR
2013-03,BRE
2013-03,BRO
2013-03,BUCY
2013-03,BWA
2013-03,BXS
2013-03,BYD
2013-03,BYI
2013-03,CAKE
2013-03,CATY
2013-03,CBB
2013-03,CBSH
2013-03,CBT
2013-03,CDNS
2013-03,CECO
2013-03,CFR
2013-03,CHD
2013-03,CHS
2013-03,CIEN
2013-03,CLGX
2013-03,CLH
2013-03,CLI
2013-03,CMC
2013-03,CMG
2013-03,CMP
2013-03,CNL
2013-03,CNQR
2013-03,CNW
2013-03,CPO
2013-03,CPRT
2013-03,CPT
2013-03,CR
2013-03,CREE
2013-03,CRK
2013-03,CRL
2013-03,CRS
2013-03,CSL
2013-03,CUZ
2013-03,CVD
2013-03,CVG
2013-03,CXW
2013-03,CYH
2013-03,CYN
2013-03,CYT
2013-03,DBD
2013-03,DCI
2013-03,DECK
2013-03,DKS
2013-03,DLTR
2013-03,DLX
2013-03,DPL
2013-03,DRE
2013-03,DRIV
2013-03,DRQ
2013-03,DST
2013-03,DWA
2013-03,DYN
2013-03,EAT
2013-03,EGN
2013-03,EK
2013-03,ENDP
2013-03,ENR
2013-03,EQIX
2013-03,EQY
2013-03,ESI
2013-03,ESS
2013-03,EV
2013-03,EW
2013-03,EWBC
2013-03,EXBD
2013-03,EXH
2013-03,FAF
2013-03,FCN
2013-03,FCS
2013-03,FDS
2013-03,FICO
2013-03,FL
2013-03,FLO
2013-03,FMER
2013-03,FNF
2013-03,FNFG
2013-03,FOSL
2013-03,FRT
2013-03,FST
2013-03,FTO
2013-03,FULT
2013-03,GAS
2013-03,GDI
2013-03,GEF
2013-03,GES
2013-03,GGG
2013-03,GHL
2013-03,GMCR
2013-03,GMT
2013-03,GNTX
2013-03,GPN
2013-03,GPRO
2013-03,GVA
2013-03,GXP
2013-03,HANS
2013-03,HBI
2013-03,HCC
2013-03,HE
2013-03,HHS
2013-03,HIW
2013-03,HLX
2013-03,HMA
2013-03,HNI
2013-03,HNT
2013-03,HOLX
2013-03,HPT
2013-03,HRC
2013-03,HSC
2013-03,HSIC
2013-03,HUBB
2013-03,IBOC
2013-03,IDA
2013-03,IDTI
2013-03,IDXX
2013-03,IEX
2013-03,IM
2013-03,INFA
2013-03,IPI
2013-03,IRF
2013-03,ISCA
2013-03,ISIL
2013-03,IT
2013-03,ITRI
2013-03,JBHT
2013-03,JBLU
2013-03,JCG
2013-03,JEF
2013-03,JKHY
2013-03,JLL
2013-03,JOYG
2013-03,JWA
2013-03,KBH
2013-03,KBR
2013-03,KCI
2013-03,KEX
2013-03,KFY
2013-03,KMT
2013-03,KND
2013-03,KSU
2013-03,KWK
2013-03,LAMR
2013-03,LANC
2013-03,LECO
2013-03,LII
2013-03,LKQX
2013-03,LNCR
2013-03,LNT
2013-03,LPNT
2013-03,LPS
2013-03,LPX
2013-03,LRCX
2013-03,LRY
2013-03,LSTR
2013-03,LTM
2013-03,LZ
2013-03,MAC
2013-03,MAN
2013-03,MANT
2013-03,MASI
2013-03,MATW
2013-03,MCRS
2013-03,MCY
2013-03,MD
2013-03,MDC
2013-03,MDRX
2013-03,MDU
2013-03,MENT
2013-03,MHK
2013-03,MLHR
2013-03,MLM
2013-03,MRX
2013-03,MSA
2013-03,MSCI
2013-03,MSM
2013-03,MTD
2013-03,MTX
2013-03,NAL
2013-03,NATI
2013-03,NCI
2013-03,NCR
2013-03,NDSN
2013-03,NEU
2013-03,NFG
2013-03,NHP
2013-03,NSR
2013-03,NST
2013-03,NVE
2013-03,NVR
2013-03,NYB
2013-03,NYT
2013-03,O
2013-03,OCR
2013-03,ODP
2013-03,OFC
2013-03,OGE
2013-03,OHI
2013-03,OII
2013-03,OLN
2013-03,OMI
2013-03,ORI
2013-03,OSG
2013-03,OSK
2013-03,PACW
2013-03,PCH
2013-03,PCX
2013-03,PDE
2013-03,PETM
2013-03,PII
2013-03,PKG
2013-03,PL
2013-03,PLCM
2013-03,PLT
2013-03,PMTC
2013-03,PNM
2013-03,PNR
2013-03,PNRA
2013-03,PPDI
2013-03,PRGO
2013-03,PRI
2013-03,PRSP
2013-03,PSS
2013-03,PTEN
2013-03,PVH
2013-03,PXP
2013-03,QLGC
2013-03,QSFT
2013-03,RAH
2013-03,RAX
2013-03,RBC
2013-03,RCII
2013-03,RDK
2013-03,RE
2013-03,REG
2013-03,RFMD
2013-03,RGA
2013-03,RGS
2013-03,RJF
2013-03,RKT
2013-03,RMD
2013-03,ROL
2013-03,ROVI
2013-03,RPM
2013-03,RS
2013-03,RVBD
2013-03,RYL
2013-03,RYN
2013-03,SCHL
2013-03,SCI
2013-03,SEIC
2013-03,SFD
2013-03,SFG
2013-03,SGMS
2013-03,SIVB
2013-03,SKS
2013-03,SLAB
2013-03,SLG
2013-03,SLGN
2013-03,SLH
2013-03,SM
2013-03,SMG
2013-03,SMTC
2013-03,SNH
2013-03,SNPS
2013-03,SNV
2013-03,SON
2013-03,SPN
2013-03,SPW
2013-03,SRX
2013-03,STE
2013-03,STLD
2013-03,STR
2013-03,STRA
2013-03,SUG
2013-03,SWKS
2013-03,SXT
2013-03,TBL
2013-03,TCB
2013-03,TCO
2013-03,TDS
2013-03,TDW
2013-03,TECD
2013-03,TECH
2013-03,TEX
2013-03,TFX
2013-03,THG
2013-03,THO
2013-03,THOR
2013-03,TIBX
2013-03,TIN
2013-03,TKR
2013-03,TNB
2013-03,TOL
2013-03,TR
2013-03,TRH
2013-03,TRMB
2013-03,TRMK
2013-03,TRN
2013-03,TSCO
2013-03,TUP
2013-03,TW
2013-03,TWTC
2013-03,UA
2013-03,UDR
2013-03,UGI
2013-03,UHS
2013-03,UNT
2013-03,URI
2013-03,URS
2013-03,UTHR
2013-03,UTR
2013-03,UVV
2013-03,VAL
2013-03,VCLK
2013-03,VLY
2013-03,VMI
2013-03,VRTX
2013-03,VSH
2013-03,VVC
2013-03,WAB
2013-03,WABC
2013-03,WBS
2013-03,WCG
2013-03,WCN
2013-03,WDR
2013-03,WEN
2013-03,WERN
2013-03,WFSL
2013-03,WGL
2013-03,WGOV
2013-03,WMS
2013-03,WOOF
2013-03,WOR
2013-03,WR
2013-03,WRB
2013-03,WRC
2013-03,WRI
2013-03,WSM
2013-03,WSO
2013-03,WTR
2013-03,XEC
2013-03,ZBRA
2013-04,AAI
2013-04,AAN
2013-04,AAP
2013-04,ACI
2013-04,ACIW
2013-04,ACM
2013-04,ACV
2013-04,ACXM
2013-04,ADS
2013-04,ADTN
2013-04,ADVS
2013-04,AEO
2013-04,AF
2013-04,AFG
2013-04,AGCO
2013-04,AINV
2013-04,AJG
2013-04,ALB
2013-04,ALEX
2013-04,ALK
2013-04,AM
2013-04,AMB
2013-04,AME
2013-04,AMG
2013-04,ANN
2013-04,ANSS
2013-04,AOL
2013-04,ARE
2013-04,ARO
2013-04,ARW
2013-04,ASBC
2013-04,ASH
2013-04,ASNA
2013-04,ATK
2013-04,ATML
2013-04,ATO
2013-04,ATR
2013-04,ATW
2013-04,AVT
2013-04,AYI
2013-04,BBG
2013-04,BCO
2013-04,BEAV
2013-04,BEC
2013-04,BEZ
2013-04,BID
2013-04,BIO
2013-04,BJ
2013-04,BKH
2013-04,BKS
2013-04,BLUD
2013-04,BOBE
2013-04,BOH
2013-04,BR
2013-04,BRE
2013-04,BRO
2013-04,BUCY
2013-04,BWA
2013-04,BXS
2013-04,BYD
2013-04,BYI
2013-04,CAKE
2013-04,CATY
2013-04,CBB
2013-04,CBSH
2013-04,CBT
2013-04,CDNS
2013-04,CECO
2013-04,CFR
2013-04,CHD
2013-04,CHS
2013-04,CIEN
2013-04,CLGX
2013-04,CLH
2013-04,CLI
2013-04,CMC
2013-04,CMG
2013-04,CMP
2013-04,CNL
2013-04,CNQR
2013-04,CNW
2013-04,CPO
2013-04,CPRT
2013-04,CPT
2013-04,CR
2013-04,CREE
2013-04,CRK
2013-04,CRL
2013-04,CRS
2013-04,CSL
2013-04,CUZ
2013-04,CVD
2013-04,CVG
2013-04,CXW
2013-04,CYH
2013-04,CYN
2013-04,CYT
2013-04,DBD
2013-04,DCI
2013-04,DECK
2013-04,DKS
2013-04,DLTR
2013-04,DLX
2013-04,DPL
2013-04,DRE
2013-04,DRIV
2013-04,DRQ
2013-04,DST
2013-04,DWA
2013-04,DYN
2013-04,EAT
2013-04,EGN
2013-04,EK
2013-04,ENDP
2013-04,ENR
2013-04,EQIX
2013-04,EQY
2013-04,ESI
2013-04,ESS
2013-04,EV
2013-04,EW
2013-04,EWBC
2013-04,EXBD
2013-04,EXH
2013-04,FAF
2013-04,FCN
2013-04,FCS
2013-04,FDS
2013-04,FICO
2013-04,FL
2013-04,FLO
2013-04,FMER
2013-04,FNF
2013-04,FNFG
2013-04,FOSL
2013-04,FRT
2013-04,FST
2013-04,FTO
2013-04,FULT
2013-04,GAS
2013-04,GDI
2013-04,GEF
2013-04,GES
2013-04,GGG
2013-04,GHL
2013-04,GMCR
2013-04,GMT
2013-04,GNTX
2013-04,GPN
2013-04,GPRO
2013-04,GVA
2013-04,GXP
2013-04,HANS
2013-04,HBI
2013-04,HCC
2013-04,HE
2013-04,HHS
2013-04,HIW
2013-04,HLX
2013-04,HMA
2013-04,HNI
2013-04,HNT
2013-04,HOLX
2013-04,HPT
2013-04,HRC
2013-04,HSC
2013-04,HSIC
2013-04,HUBB
2013-04,IBOC
2013-04,IDA
2013-04,IDTI
2013-04,IDXX
2013-04,IEX
2013-04,IM
2013-04,INFA
2013-04,IPI
2013-04,IRF
2013-04,ISCA
2013-04,ISIL
2013-04,IT
2013-04,ITRI
2013-04,JBHT
2013-04,JBLU
2013-04,JCG
2013-04,JEF
2013-04,JKHY
2013-04,JLL
2013-04,JOYG
2013-04,JWA
2013-04,KBH
2013-04,KBR
2013-04,KCI
2013-04,KEX
2013-04,KFY
2013-04,KMT
2013-04,KND
2013-04,KSU
2013-04,KWK
2013-04,LAMR
2013-04,LANC
2013-04,LECO
2013-04,LII
2013-04,LKQX
2013-04,LNCR
2013-04,LNT
2013-04,LPNT
2013-04,LPS
2013-04,LPX
2013-04,LRCX
2013-04,LRY
2013-04,LSTR
2013-04,LTM
2013-04,LZ
2013-04,MAC
2013-04,MAN
2013-04,MANT
2013-04,MASI
2013-04,MATW
2013-04,MCRS
2013-04,MCY
2013-04,MD
2013-04,MDC
2013-04,MDRX
2013-04,MDU
2013-04,MENT
2013-04,MHK
2013-04,MLHR
2013-04,MLM
2013-04,MRX
2013-04,MSA
2013-04,MSCI
2013-04,MSM
2013-04,MTD
2013-04,MTX
2013-04,NAL
2013-04,NATI
2013-04,NCI
2013-04,NCR
2013-04,NDSN
2013-04,NEU
2013-04,NFG
2013-04,NHP
2013-04,NSR
2013-04,NST
2013-04,NVE
2013-04,NVR
2013-04,NYB
2013-04,NYT
2013-04,O
2013-04,OCR
2013-04,ODP
2013-04,OFC
2013-04,OGE
2013-04,OHI
2013-04,OII
2013-04,OLN
2013-04,OMI
2013-04,ORI
2013-04,OSG
2013-04,OSK
2013-04,PACW
2013-04,PCH
2013-04,PCX
2013-04,PDE
2013-04,PETM
2013-04,PII
2013-04,PKG
2013-04,PL
2013-04,PLCM
2013-04,PLT
2013-04,PMTC
2013-04,PNM
2013-04,PNR
2013-04,PNRA
2013-04,PPDI
2013-04,PRGO
2013-04,PRI
2013-04,PRSP
2013-04,PSS
2013-04,PTEN
2013-04,PVH
2013-04,PXP
2013-04,QLGC
2013-04,QSFT
2013-04,RAH
2013-04,RAX
2013-04,RBC
2013-04,RCII
2013-04,RDK
2013-04,RE
2013-04,REG
2013-04,RFMD
2013-04,RGA
2013-04,RGS
2013-04,RJF
2013-04,RKT
2013-04,RMD
2013-04,ROL
2013-04,ROVI
2013-04,RPM
2013-04,RS
2013-04,RVBD
2013-04,RYL
2013-04,RYN
2013-04,SCHL
2013-04,SCI
2013-04,SEIC
2013-04,SFD
2013-04,SFG
2013-04,SGMS
2013-04,SIVB
2013-04,SKS
2013-04,SLAB
2013-04,SLG
2013-04,SLGN
2013-04,SLH
2013-04,SM
2013-04,SMG
2013-04,SMTC
2013-04,SNH
2013-04,SNPS
2013-04,SNV
2013-04,SON
2013-04,SPN
2013-04,SPW
2013-04,SRX
2013-04,STE
2013-04,STLD
2013-04,STR
2013-04,STRA
2013-04,SUG
2013-04,SWKS
2013-04,SXT
2013-04,TBL
2013-04,TCB
2013-04,TCO
2013-04,TDS
2013-04,TDW
2013-04,TECD
2013-04,TECH
2013-04,TEX
2013-04,TFX
2013-04,THG
2013-04,THO
2013-04,THOR
2013-04,TIBX
2013-04,TIN
2013-04,TKR
2013-04,TNB
2013-04,TOL
2013-04,TR
2013-04,TRH
2013-04,TRMB
2013-04,TRMK
2013-04,TRN
2013-04,TSCO
2013-04,TUP
2013-04,TW
